,textDisplay,authorDisplayName,authorChannelUrl,likeCount,spam
10791,👏🏾👏🏾👏🏾👏🏾👏🏾❤❤❤,Guilherme De lima silva,http://www.youtube.com/channel/UCYBZovBard1wrBT_bdkF13g,1,1
10792,Bro you passed pewdiepie,Sphere Cosmic-verse,http://www.youtube.com/channel/UCGUIMPkyzfrtWAQeEPulV6g,0,1
10793,Eu gostaria que você viece na minha casa,DIO GAMER,http://www.youtube.com/channel/UCWQFKpoCleJuJB7zrtOthyg,0,0
10794,"Day 102<br>Hii<br>Can you help me please, Mrbeast?",Nav Singh,http://www.youtube.com/channel/UCl_zVYwNt1VMvgLziDEnW-Q,0,1
10795,Jajaja ahí se ve la mentira mantener un avión en el garaje una persona normal no le alcanza ches videos todos falsos,TheJetex,http://www.youtube.com/channel/UChNDFPvlOl6zZUQQan1Psew,0,0
10796,Hi,ExtinctKarma973,http://www.youtube.com/channel/UCBjkfCjDAbtHCkefiALRdMA,0,1
10797,DON&#39;T read my name! 😂,Don't read my profile picture,http://www.youtube.com/channel/UCj953Wal0QA74-pnGnh2VRQ,0,0
10798,Speedy!!!,Merah Moy,http://www.youtube.com/channel/UC75tt5AchRbpgLlkMLe1-fw,0,1
10799,Idk,ExtinctKarma973,http://www.youtube.com/channel/UCBjkfCjDAbtHCkefiALRdMA,0,1
10800,"<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=3m12s"">3:12</a> australian",vredi yanto,http://www.youtube.com/channel/UCbgxJ8oa_bvg1Sl7w5mHEtw,0,1
10801,"I want to subscribe, Bismillah, just get 10 million, bro",Stifa Edjuliati,http://www.youtube.com/channel/UCcdwrnBqRfWVPK41T_u4kxA,0,1
10802,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10803,DON&#39;T read my name!!,Don't read my profile picture,http://www.youtube.com/channel/UCj953Wal0QA74-pnGnh2VRQ,0,0
10804,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10805,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10806,@Don&#39;t read my profile picture Marcos paixão Sanches,Marcos Paixão,http://www.youtube.com/channel/UC9Gd9nS2gw6ciLd_V1u9lbw,0,0
10807,DON&#39;T read my name! :D,Don't read my profile picture,http://www.youtube.com/channel/UCj953Wal0QA74-pnGnh2VRQ,0,0
10808,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,1,1
10809,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10810,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10811,Thx,D B K,http://www.youtube.com/channel/UCveLI9wQYSYXj9CxVaotJmw,0,1
10812,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10813,SPEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEED,aleksi morales,http://www.youtube.com/channel/UCzzPlhYNpm1YFGAruGr2dbg,0,1
10814,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10815,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10816,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10817,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10818,Do you drive a car?,6FeetGaming,http://www.youtube.com/channel/UChB0Yy5Zf66lvkB0Hv8ZCDA,0,0
10819,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10820,Mr. Beast i want be in one of your videos👋😉😎,Adrian Millan Ortells,http://www.youtube.com/channel/UCOO-EF6YrRdGXcl6Q-f2ZEA,0,0
10821,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10822,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10823,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10824,haha,gh26wk,http://www.youtube.com/channel/UCaDGhgd51YcI5Xli2FiSatQ,0,0
10825,No,FuriaDark749,http://www.youtube.com/channel/UCSrdleOa231KtgvXvoxrH2g,0,0
10826,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10827,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10828,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10829,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10830,PLS MORE WITH SPEED,Indio 14,http://www.youtube.com/channel/UCbu2VYQcEl8RKZhbKbebdhg,0,0
10831,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10832,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10833,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10834,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10835,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10836,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10837,DON&#39;T read my name!!,Don't read my profile picture,http://www.youtube.com/channel/UCj953Wal0QA74-pnGnh2VRQ,0,0
10838,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10839,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10840,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,1,1
10841,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10842,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10843,سبيد 😂😂😂😂❤️ ياحبي لهل انسان,بني مالك 711 قحطان 505,http://www.youtube.com/channel/UCLbt0rJtQYJQMfff5AsAHzg,0,1
10844,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10845,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10846,My husband really really wants a private jet. I don’t know why but he does.,Alexandra Breen,http://www.youtube.com/channel/UC7HzNaxw5CwqDv5fwAW1Xqg,0,1
10847,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10848,DON&#39;T read my name! 😂😂,Don't read my profile picture,http://www.youtube.com/channel/UCj953Wal0QA74-pnGnh2VRQ,0,0
10849,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10850,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10851,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10852,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10853,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10854,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10855,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10856,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10857,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10858,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,1,1
10859,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10860,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10861,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10862,"Thanks, Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10863,Love. It,Presley Quinn,http://www.youtube.com/channel/UCOQwXGIxNtePQDz97zJqDdw,0,1
10864,I am from Guatemala,Iker Perez,http://www.youtube.com/channel/UCDdrsSU82gZsNE0mhZZVd4g,0,1
10865,Saludame mrbeast,Iker Perez,http://www.youtube.com/channel/UCDdrsSU82gZsNE0mhZZVd4g,0,1
10866,D,FOXES,http://www.youtube.com/channel/UCsg4O-CIJRuR4vSV51j976w,0,1
10867,Qué?,6FeetGaming,http://www.youtube.com/channel/UChB0Yy5Zf66lvkB0Hv8ZCDA,0,0
10868,❤,ilia_tekno,http://www.youtube.com/channel/UCg-NBMo2Ov9ejUZwRJRKy9A,0,1
10869,DON&#39;T read my name!,Don't read my profile picture,http://www.youtube.com/channel/UCj953Wal0QA74-pnGnh2VRQ,0,0
10870,Bro stop watching me beast if he makes you feel poor he does it cuz he spends money on dumb stuffs,GhostRider24,http://www.youtube.com/channel/UC1GNJGhjpN7cAp_nRC4wgQA,0,1
10871,Mr beast me manda um salve,KAME HOUSE,http://www.youtube.com/channel/UCkF_-laLvp1TUJj9QqdnWhA,0,0
10872,Letts go W,ShayleeNyman 106,http://www.youtube.com/channel/UCnA83Nbm38hv1LXpzUFitYg,0,1
10873,"Hello Mr. Best, I wanted to ask you, is Tariq from the Islamic religion?",ايلانو,http://www.youtube.com/channel/UCylNvbIeWGL3oMIjtUEH-HA,1,1
10874,Mrbeast is more reliable than PepsiCo!!!,TheErmanator,http://www.youtube.com/channel/UCmzKcp3oS6lW3jv6aDjtUug,0,1
10875,"Shipping containers stood up in a circle for the next one eh? 600 thousand gallons of water, that’s a lot",HammySammich123,http://www.youtube.com/channel/UCWJDUtOVhJGNMa1LqnszQrQ,0,1
10876,"ey Mrbeast , i can  spend 1year  in a  house  .try me and  u will see <a href=""about:invalid#zCSafez""></a>",Aziz Do,http://www.youtube.com/channel/UCV-K3pMCOjzZeALiDvZcrvw,0,1
10877,DON&#39;T read my name! :D,Don't read my profile picture,http://www.youtube.com/channel/UCj953Wal0QA74-pnGnh2VRQ,0,0
10878,Im from infonesia and i hope can be one of lucky people to have challenge with u mrbeast 😊 goodluck❤️,Dhnlalamsyh,http://www.youtube.com/channel/UCDO3LF6iImp38FXXcuiRnRA,0,1
10879,I hope Harry wins!,Dul'Mephistos Lord of Hatred,http://www.youtube.com/channel/UCITKNgMGsEqgKSnXN2OpOWw,0,0
10880,Que paso con la voz en español de MrBeast??😂,peybolshow,http://www.youtube.com/channel/UCopMC3QkFsXxLq7zIgLOteQ,0,1
10881,i was rooting for lazar,ImPlayingOnAToaster,http://www.youtube.com/channel/UClemHYxZull-ulHyti-9BWQ,0,1
10882,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10883,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10884,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10885,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10886,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10887,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10888,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10889,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10890,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10891,DON&#39;T read my name!!!,Don't read my profile picture,http://www.youtube.com/channel/UCj953Wal0QA74-pnGnh2VRQ,0,0
10892,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10893,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10894,Bueno en mi opinión tení que ver por lo meno 3 reto que fuera por etapa porque no tiene mucho sentido está agarrando un avión y luego ya no que fuera 3 reto y después lo último el reto del avión hacia tiene más emoción,manco12#12,http://www.youtube.com/channel/UC3chn8HX9oDxGSI-uy9UCng,0,0
10895,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10896,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10897,¿Porque se oye en español latino?,¿Anónimo?,http://www.youtube.com/channel/UC5Fzo5P88NDFvSTK9HNcXfw,0,0
10898,@6FeetGaming doesn’t mean you can’t still help,God Speed,http://www.youtube.com/channel/UCiEcL1K5dAI_s0u3FUVGF8w,0,1
10899,​@God Speed CONGRATULATIONS you were smart enough to know that I wasn&#39;t Mrbeast a couple people have fallen for it,6FeetGaming,http://www.youtube.com/channel/UChB0Yy5Zf66lvkB0Hv8ZCDA,0,1
10900,@6FeetGaming how do I know it’s really you ?,God Speed,http://www.youtube.com/channel/UCiEcL1K5dAI_s0u3FUVGF8w,0,1
10901,Hello (I am Mrbeast on an alt account) What do you need help with?,6FeetGaming,http://www.youtube.com/channel/UChB0Yy5Zf66lvkB0Hv8ZCDA,0,1
10902,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10903,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10904,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10905,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10906,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10907,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10908,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10909,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10910,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10911,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10912,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10913,Accept me,Samuel Artola,http://www.youtube.com/channel/UCCRco4Ws4DCnf5WmaYwpqGA,0,1
10914,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10915,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10916,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10917,Я сплю?<br>У него видео на руском на основе,Олександр Гомола,http://www.youtube.com/channel/UCPX33mdfCyeOq1U7tJO7ThA,0,0
10918,Parabéns você ultrapassou pewdipie,giyuu tomioka,http://www.youtube.com/channel/UCWoa3WaCyF6SKs5JdPSaMQw,0,0
10919,Oxe não tá dublado?,salgado top,http://www.youtube.com/channel/UCFhemCDl3WfNHXbc_jrQsAw,0,0
10920,why haven&#39;t you uploaded videos on mr beast gaming,Noemí López López,http://www.youtube.com/channel/UCgW-qsQXwzUZqeBTEO7Jqzw,0,0
10921,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10922,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10923,почему видео на русском?,Jetstream Sam,http://www.youtube.com/channel/UClyleDtffEVfbv9h-O2a5cg,0,0
10924,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10925,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10926,"Congratulations 🎉🎉, inbox me on DISCORD to claim price🎁❤🎁",Inbox me on Discord 👉👉 Mr B#9043,http://www.youtube.com/channel/UCMEmEFVuhi93gEpRjQti33Q,0,1
10927,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on DISCORD 👉👉 Mr B#3133,http://www.youtube.com/channel/UC_zc9DMmB5H-Y8uy10StfcQ,1,1
10928,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on DISCORD 👉👉 Mr B#3133,http://www.youtube.com/channel/UC_zc9DMmB5H-Y8uy10StfcQ,0,1
10929,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on DISCORD 👉👉 Mr B#3133,http://www.youtube.com/channel/UC_zc9DMmB5H-Y8uy10StfcQ,0,1
10930,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on DISCORD 👉👉 Mr B#3133,http://www.youtube.com/channel/UC_zc9DMmB5H-Y8uy10StfcQ,0,1
10931,amazing,Евгений Наконечный,http://www.youtube.com/channel/UCx55i7ZQMSfA1VHDleTUUiQ,0,1
10932,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on DISCORD 👉👉 Mr B#3133,http://www.youtube.com/channel/UC_zc9DMmB5H-Y8uy10StfcQ,0,1
10933,"Congrats🎉🎉,Message me to claim price🎁on DISCORD 💬💬",Inbox me on DISCORD 👉👉 Mr B#3133,http://www.youtube.com/channel/UC_zc9DMmB5H-Y8uy10StfcQ,1,1
10934,U guys know spanish or what,Ángel husky roblox!!!,http://www.youtube.com/channel/UCdz3ayWNHnB2DWDlXWQwFSw,0,1
10935,I wish Mr.Beast could pay for my moms surgery i would litterally do anything,Asko tekku Tekku,http://www.youtube.com/channel/UCKO_fkAD7dqIqCdZfX3hY9Q,0,1
10936,That black guy does my fucking life in,RC Boyaaa,http://www.youtube.com/channel/UCAiXiCOjz5NsNyMhCWvsowQ,0,1
10937,shake shake shake,cindy canales,http://www.youtube.com/channel/UCPQrBDN_dQKKE9rDtJkN0pw,0,1
10938,Omg,ana Lucía,http://www.youtube.com/channel/UCH02kF9fHcTgfvFniHJOfpw,0,1
10939,MR BEAST BEAT PEWDIEPIE,Mr_D3vil,http://www.youtube.com/channel/UCVqNoL7_M5Ejmre-xpGsdCA,2,0
10940,ชอบช่องนี้มากเลยค่ะ เพราะว่าเป็นพากษ์ไทย ทำคอนเทนต์สนุก,พิมพกานต์ กงทอง,http://www.youtube.com/channel/UCED8IxNjYzEexZnAYza7s7A,0,1
10941,bro i wish speed stayed longer uk that wouldve been funny,Chris,http://www.youtube.com/channel/UCUjkOaw8D6SWWhxGNR64IYQ,0,0
10942,Je suis content pour toi de gagner,Mohamed Issarti,http://www.youtube.com/channel/UCp2aJd2VeiOSry4o908EJ-A,0,1
10943,Come to Egypt and do some videos,Peter Peter,http://www.youtube.com/channel/UCWlnbjMSk3iRcnMae0qTbfA,0,0
10944,Mr.beast good day <br>Iam christian from Philippines and I love your vedios ..I hope you&#39;ve notice me .I need help iam now struggling my financial freedom I hope you could help me plsss😭,Chan Balasabas,http://www.youtube.com/channel/UCOlpddU02QHcT2Etx1E_wuA,0,1
10945,DON&#39;T read my name! 😂,Don't read my profile picture,http://www.youtube.com/channel/UCj953Wal0QA74-pnGnh2VRQ,0,0
